product_id,product_name,brand,price,original_price,discount_percentage,discount_amount,rating,ratings_count,reviews_count,display_size,display_type,screen_resolution,battery_life,battery_capacity,water_resistance,bluetooth_version,compatibility,heart_rate_monitor,blood_oxygen_monitor,sleep_tracker,sports_modes,gps,bluetooth_calling,strap_material,strap_color,weight,warranty,availability,scraped_at,touch_screen,charging_time,stress_monitor,step_counter,calorie_tracker,nfc_payments,music_control,camera_control,voice_assistant,notifications,reminders,case_material,dimensions,in_the_box,launch_date,source
SW10176,Fire-Boltt Ring 2 Water Resistance,Fire-Boltt,2778,4213,34,1435,4.3,37683,7932,"1.2""",LCD,399x337 pixels,19 days,567 mAh,5ATM,5.0,Android,Yes,Yes,Yes,67,No,No,Leather,Black,38 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,43x36x12 mm,"Smartwatch, Charging Cable, User Manual",4/2022,Flipkart
SW10177,boAt Flash 3 Stress Monitoring,boAt,1919,3147,39,1228,3.9,12550,15617,"1.2""",TFT,361x349 pixels,13 days,237 mAh,IP67,5.0,Android & iOS,Yes,Yes,Yes,55,No,No,TPU,Pink,78 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,44x35x12 mm,"Smartwatch, Charging Cable, User Manual",6/2022,Flipkart
SW10178,Ambrane Stride Max Sleep Tracking,Ambrane,3588,5431,33,1843,4.6,6862,13249,"1.3""",TFT,408x407 pixels,15 days,473 mAh,5ATM,5.0,Android,No,Yes,Yes,89,No,Yes,Metal,Brown,55 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,47x44x11 mm,"Smartwatch, Charging Cable, User Manual",6/2023,Flipkart
SW10179,Boult Bolt 2 Notification Alerts,Boult,1404,2139,34,735,4.6,10425,8281,"1.3""",LCD,363x378 pixels,9 days,561 mAh,IP67,5.0,iOS,Yes,No,Yes,80,No,Yes,Metal,Red,60 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,50x45x10 mm,"Smartwatch, Charging Cable, User Manual",4/2023,Flipkart
SW10180,Apple Watch Series 4 Voice Assistant,Apple,42566,62002,31,19436,4.2,48098,8527,"2.0""",AMOLED,389x361 pixels,4 days,346 mAh,Water Resistant,5.3,iOS,Yes,Yes,Yes,173,Yes,Yes,Silicone,Blue,71 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Metal,48x40x15 mm,"Smartwatch, Charging Cable, User Manual",10/2023,Flipkart
SW10181,Fastrack Reflex Plus Music Control,Fastrack,2671,3382,21,711,4.4,13146,3732,"1.2""",TFT,344x440 pixels,8 days,376 mAh,IP68,5.0,iOS,No,Yes,Yes,54,No,Yes,Polycarbonate,Silver,78 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber,46x45x15 mm,"Smartwatch, Charging Cable, User Manual",6/2022,Flipkart
SW10182,Ambrane Curve 3 Water Resistance,Ambrane,1960,2824,30,864,4.6,41563,7537,"1.4""",LCD,397x329 pixels,7 days,477 mAh,IP68,5.0,Android,Yes,Yes,Yes,77,No,No,Silicone,Green,69 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber,48x35x13 mm,"Smartwatch, Charging Cable, User Manual",2/2024,Flipkart
SW10183,Sonata Essence 2 Water Resistance,Sonata,1751,2924,40,1173,4.2,10673,3616,"1.2""",TFT,416x396 pixels,10 days,373 mAh,5ATM,5.0,Android & iOS,Yes,Yes,Yes,50,No,Yes,Polycarbonate,Red,58 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,46x44x12 mm,"Smartwatch, Charging Cable, User Manual",6/2023,Flipkart
SW10184,Fastrack Reflex Plus Music Control,Fastrack,3656,5519,33,1863,4.6,18259,7826,"1.3""",LCD,449x365 pixels,14 days,416 mAh,5ATM,5.0,iOS,No,Yes,Yes,57,No,No,Leather,Blue,59 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,41x37x14 mm,"Smartwatch, Charging Cable, User Manual",9/2024,Flipkart
SW10185,CrossBeats Elevate Ultra Notification Alerts,CrossBeats,5146,8018,35,2872,4.3,23194,13166,"1.2""",TFT,368x338 pixels,21 days,486 mAh,5ATM,5.0,Android & iOS,Yes,No,Yes,79,No,Yes,Leather,Blue,79 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Metal,40x41x12 mm,"Smartwatch, Charging Cable, User Manual",7/2024,Flipkart
SW10186,Xiaomi Redmi Watch Ultra Sports Modes,Xiaomi,2588,4148,37,1560,4.7,23348,5569,"1.4""",TFT,320x359 pixels,11 days,410 mAh,5ATM,5.0,iOS,Yes,Yes,Yes,89,No,Yes,TPU,Blue,38 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,47x42x13 mm,"Smartwatch, Charging Cable, User Manual",7/2023,Flipkart
SW10187,Samsung Galaxy Watch Plus Heart Rate Monitor,Samsung,24595,38280,35,13685,4.3,16815,14853,"1.8""",AMOLED,397x363 pixels,5 days,381 mAh,Water Resistant,5.3,Android,Yes,Yes,Yes,196,Yes,Yes,Leather,Brown,48 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Metal,47x36x14 mm,"Smartwatch, Charging Cable, User Manual",11/2022,Flipkart
SW10188,Sonata Smart 4 SpO2 Monitor,Sonata,2960,4530,34,1570,4.6,46660,4663,"1.2""",TFT,363x359 pixels,17 days,330 mAh,3ATM,5.0,iOS,Yes,Yes,Yes,82,No,Yes,Polycarbonate,Green,58 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber,42x38x15 mm,"Smartwatch, Charging Cable, User Manual",11/2023,Flipkart
SW10189,CrossBeats Elevate Ultra Voice Assistant,CrossBeats,4046,5649,28,1603,4.1,33684,14980,"1.4""",TFT,363x384 pixels,7 days,239 mAh,5ATM,5.0,Android & iOS,Yes,No,Yes,79,No,Yes,Polycarbonate,Silver,74 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Metal,49x42x11 mm,"Smartwatch, Charging Cable, User Manual",11/2022,Flipkart
SW10190,boAt Flash Ultra Music Control,boAt,3431,5360,35,1929,3.9,9883,19756,"1.4""",TFT,339x343 pixels,21 days,500 mAh,IP67,5.0,Android & iOS,No,Yes,Yes,92,No,Yes,Nylon,Red,43 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber,42x41x10 mm,"Smartwatch, Charging Cable, User Manual",11/2024,Flipkart
SW10191,Sonata Smart Max Notification Alerts,Sonata,2833,4211,32,1378,4.8,43793,2527,"1.2""",TFT,417x412 pixels,9 days,219 mAh,Water Resistant,5.0,Android & iOS,No,No,Yes,62,No,No,Metal,Red,62 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Plastic,50x39x12 mm,"Smartwatch, Charging Cable, User Manual",7/2023,Flipkart
SW10192,Garmin Forerunner Ultra GPS Navigation,Garmin,19258,24042,19,4784,4.0,43490,4470,"1.8""",AMOLED,322x383 pixels,9 days,446 mAh,5ATM,5.2,iOS,Yes,Yes,Yes,80,No,No,Nylon,Brown,55 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber,50x45x13 mm,"Smartwatch, Charging Cable, User Manual",11/2022,Flipkart
SW10193,Sonata Smart 2 GPS Navigation,Sonata,3918,4932,20,1014,3.8,10039,11689,"1.3""",LCD,393x383 pixels,13 days,492 mAh,IP67,5.0,iOS,Yes,No,Yes,94,No,No,Nylon,Gold,56 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Metal,47x36x13 mm,"Smartwatch, Charging Cable, User Manual",3/2022,Flipkart
SW10194,Xiaomi Redmi Watch Ultra Female Health Tracking,Xiaomi,3272,4454,26,1182,4.2,27130,18580,"1.3""",TFT,403x356 pixels,7 days,266 mAh,3ATM,5.0,iOS,No,No,Yes,94,No,No,Leather,Pink,37 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,42x45x13 mm,"Smartwatch, Charging Cable, User Manual",2/2023,Flipkart
SW10195,Samsung Gear Sport Max AMOLED Display,Samsung,25582,42333,39,16751,4.8,41420,13167,"2.2""",AMOLED,389x420 pixels,7 days,439 mAh,IP68,5.3,iOS,Yes,Yes,Yes,102,Yes,Yes,Metal,Brown,60 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Metal,42x38x12 mm,"Smartwatch, Charging Cable, User Manual",12/2023,Flipkart
SW10196,Ambrane Stride Max Stress Monitoring,Ambrane,3594,6461,44,2867,4.0,13974,5055,"1.3""",TFT,326x432 pixels,16 days,288 mAh,IP67,5.0,Android & iOS,Yes,No,Yes,100,No,Yes,Leather,Black,75 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Metal,40x35x14 mm,"Smartwatch, Charging Cable, User Manual",1/2024,Flipkart
SW10197,boAt Xtend Voice Assistant,boAt,3958,5637,29,1679,4.0,17605,19710,"1.3""",TFT,417x326 pixels,21 days,412 mAh,Water Resistant,5.0,Android,No,No,Yes,50,No,No,TPU,Brown,56 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Metal,44x36x13 mm,"Smartwatch, Charging Cable, User Manual",8/2024,Flipkart
SW10198,Fitbit Versa Max SpO2 Monitor,Fitbit,11731,14167,17,2436,4.3,40091,1988,"1.6""",AMOLED,368x442 pixels,13 days,494 mAh,5ATM,5.2,Android,Yes,No,Yes,109,No,No,Polycarbonate,Gold,73 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Plastic,44x35x12 mm,"Smartwatch, Charging Cable, User Manual",10/2023,Flipkart
SW10199,Fire-Boltt Quantum Pro Stress Monitoring,Fire-Boltt,1638,2434,32,796,3.8,18673,17702,"1.4""",LCD,367x432 pixels,21 days,455 mAh,IP67,5.0,iOS,Yes,Yes,Yes,71,No,Yes,Polycarbonate,Silver,77 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,49x39x15 mm,"Smartwatch, Charging Cable, User Manual",1/2024,Flipkart
SW10200,Xiaomi Mi Band Pro Music Control,Xiaomi,3944,4821,18,877,3.8,18194,14971,"1.3""",TFT,405x429 pixels,17 days,542 mAh,5ATM,5.0,Android,Yes,No,Yes,98,No,No,Nylon,Black,50 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,42x43x13 mm,"Smartwatch, Charging Cable, User Manual",9/2022,Flipkart
SW10201,Samsung Gear Sport 2 SpO2 Monitor,Samsung,22635,40485,44,17850,4.2,31213,14021,"1.8""",AMOLED,365x380 pixels,5 days,500 mAh,5ATM,5.3,Android,Yes,Yes,Yes,164,Yes,Yes,Polycarbonate,Purple,76 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Plastic,47x43x10 mm,"Smartwatch, Charging Cable, User Manual",9/2022,Flipkart
SW10202,boAt Xtend 3 GPS Navigation,boAt,6230,8866,29,2636,3.8,21759,10033,"1.4""",LCD,443x425 pixels,19 days,218 mAh,5ATM,5.0,iOS,No,No,Yes,95,No,Yes,Silicone,Purple,51 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,41x41x13 mm,"Smartwatch, Charging Cable, User Manual",7/2024,Flipkart
SW10203,Fitbit Versa 3 Water Resistance,Fitbit,21584,36715,41,15131,4.8,6558,10903,"1.8""",AMOLED,346x425 pixels,5 days,365 mAh,IP68,5.3,Android & iOS,Yes,Yes,Yes,132,Yes,Yes,Nylon,Blue,44 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Metal,45x43x15 mm,"Smartwatch, Charging Cable, User Manual",6/2022,Flipkart
SW10204,Noise ColorFit Icon Max Sleep Tracking,Noise,5486,9000,39,3514,4.0,30182,11661,"1.4""",TFT,449x375 pixels,18 days,446 mAh,5ATM,5.0,Android,No,No,Yes,72,No,Yes,Leather,Blue,63 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,47x38x11 mm,"Smartwatch, Charging Cable, User Manual",12/2024,Flipkart
SW10205,Boult Drift Bluetooth Calling,Boult,5200,8206,36,3006,4.5,39732,10664,"1.3""",TFT,338x380 pixels,9 days,316 mAh,IP67,5.0,Android,Yes,No,Yes,98,No,No,Polycarbonate,Gold,76 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,42x35x11 mm,"Smartwatch, Charging Cable, User Manual",10/2023,Flipkart
SW10206,OnePlus Band Lite Sleep Tracking,OnePlus,3677,4593,19,916,4.4,31257,19275,"1.4""",LCD,344x377 pixels,12 days,435 mAh,5ATM,5.0,Android,Yes,Yes,Yes,55,No,Yes,Metal,Purple,76 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,45x42x10 mm,"Smartwatch, Charging Cable, User Manual",8/2023,Flipkart
SW10207,Sonata Essence 2 Weather Display,Sonata,1911,3080,37,1169,4.4,8626,18895,"1.2""",TFT,363x437 pixels,7 days,208 mAh,3ATM,5.0,iOS,Yes,Yes,Yes,60,No,Yes,TPU,Blue,51 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,47x42x14 mm,"Smartwatch, Charging Cable, User Manual",9/2022,Flipkart
SW10208,Fitbit Inspire 4 Notification Alerts,Fitbit,18322,29861,38,11539,4.8,10944,13932,"1.6""",OLED,340x332 pixels,9 days,289 mAh,5ATM,5.2,Android & iOS,Yes,No,Yes,103,Yes,Yes,Silicone,Silver,76 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,49x45x13 mm,"Smartwatch, Charging Cable, User Manual",4/2023,Flipkart
SW10209,Sonata Smart Lite Notification Alerts,Sonata,3346,4215,20,869,4.5,14142,14406,"1.4""",LCD,327x442 pixels,18 days,347 mAh,Water Resistant,5.0,iOS,No,No,Yes,88,No,Yes,TPU,Black,60 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Metal,48x37x12 mm,"Smartwatch, Charging Cable, User Manual",3/2022,Flipkart
SW10210,Boult Drift 2 Bluetooth Calling,Boult,4633,6747,31,2114,4.8,2472,5846,"1.3""",TFT,423x359 pixels,10 days,530 mAh,IP68,5.0,Android,Yes,No,Yes,75,No,Yes,Silicone,Green,36 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,43x37x15 mm,"Smartwatch, Charging Cable, User Manual",12/2023,Flipkart
SW10211,Realme TechLife Pro Sports Modes,Realme,2212,3934,43,1722,4.6,32663,10394,"1.3""",TFT,360x362 pixels,15 days,489 mAh,5ATM,5.0,iOS,Yes,Yes,Yes,74,No,Yes,Nylon,Brown,51 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Plastic,50x45x11 mm,"Smartwatch, Charging Cable, User Manual",3/2024,Flipkart
SW10212,Fire-Boltt Armor 2 GPS Navigation,Fire-Boltt,3934,5541,29,1607,4.7,1947,3502,"1.2""",TFT,428x332 pixels,18 days,535 mAh,5ATM,5.0,Android,No,Yes,Yes,97,No,Yes,Polycarbonate,Gold,36 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,48x44x15 mm,"Smartwatch, Charging Cable, User Manual",7/2023,Flipkart
SW10213,Boult Drift Camera Control,Boult,2784,3880,28,1096,4.7,48598,4409,"1.2""",LCD,360x332 pixels,15 days,429 mAh,3ATM,5.0,Android & iOS,No,No,Yes,87,No,No,Silicone,Gold,35 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber,47x38x15 mm,"Smartwatch, Charging Cable, User Manual",6/2023,Flipkart
SW10214,Huami Amazfit GTS Ultra Music Control,Huami,8229,13086,37,4857,4.0,4580,10213,"1.6""",AMOLED,348x362 pixels,7 days,307 mAh,IP68,5.2,Android,Yes,No,Yes,111,Yes,Yes,Polycarbonate,Purple,45 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Metal,45x38x13 mm,"Smartwatch, Charging Cable, User Manual",7/2023,Flipkart
SW10215,Sonata Essence Ultra Female Health Tracking,Sonata,1778,2851,37,1073,3.9,6956,18960,"1.4""",TFT,447x325 pixels,19 days,527 mAh,3ATM,5.0,Android & iOS,No,Yes,Yes,55,No,No,Silicone,Gold,34 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Metal,47x41x12 mm,"Smartwatch, Charging Cable, User Manual",2/2023,Flipkart
SW10216,Amazfit GTS Pro GPS Navigation,Amazfit,4388,5767,23,1379,4.4,48265,11645,"1.4""",TFT,381x340 pixels,7 days,415 mAh,IP68,5.0,iOS,Yes,No,Yes,80,No,Yes,TPU,Gold,31 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber,44x37x10 mm,"Smartwatch, Charging Cable, User Manual",6/2023,Flipkart
SW10217,Fastrack Revolt Ultra SpO2 Monitor,Fastrack,3268,3972,17,704,4.3,23844,6950,"1.4""",LCD,326x406 pixels,21 days,579 mAh,5ATM,5.0,iOS,Yes,Yes,Yes,87,No,Yes,Polycarbonate,Black,67 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,49x37x10 mm,"Smartwatch, Charging Cable, User Manual",9/2023,Flipkart
SW10218,Apple Watch Series 3 Water Resistance,Apple,44568,64362,30,19794,4.5,16196,14286,"1.8""",AMOLED,448x447 pixels,5 days,237 mAh,3ATM,5.3,Android,Yes,Yes,Yes,143,Yes,Yes,Nylon,Brown,80 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Metal,46x35x12 mm,"Smartwatch, Charging Cable, User Manual",12/2024,Flipkart
SW10219,Boult Bolt Lite Camera Control,Boult,2705,3803,28,1098,4.8,40739,16689,"1.2""",TFT,371x397 pixels,12 days,414 mAh,IP67,5.0,Android,No,Yes,Yes,96,No,No,Metal,Pink,42 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Metal,47x39x11 mm,"Smartwatch, Charging Cable, User Manual",9/2022,Flipkart
SW10220,Samsung Gear Sport Sports Modes,Samsung,20509,29249,29,8740,4.1,4630,4449,"2.2""",AMOLED,419x369 pixels,7 days,293 mAh,5ATM,5.3,Android & iOS,Yes,Yes,Yes,162,Yes,Yes,Silicone,Purple,69 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Plastic,49x38x12 mm,"Smartwatch, Charging Cable, User Manual",11/2022,Flipkart
SW10221,Fitbit Inspire Plus Water Resistance,Fitbit,6580,11661,43,5081,4.2,10060,4420,"1.2""",TFT,333x335 pixels,16 days,359 mAh,3ATM,5.0,iOS,No,No,Yes,66,No,Yes,Polycarbonate,Gold,38 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Plastic,43x44x15 mm,"Smartwatch, Charging Cable, User Manual",3/2023,Flipkart
SW10222,Amazfit GTR Weather Display,Amazfit,13065,22237,41,9172,4.4,47682,10985,"1.8""",AMOLED,448x367 pixels,9 days,456 mAh,5ATM,5.2,Android & iOS,Yes,No,Yes,92,Yes,No,Metal,Brown,46 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Metal,47x40x14 mm,"Smartwatch, Charging Cable, User Manual",1/2022,Flipkart
SW10223,Fitbit Charge Pro Weather Display,Fitbit,19065,26964,29,7899,4.0,42295,200,"1.8""",AMOLED,328x415 pixels,13 days,395 mAh,5ATM,5.2,Android & iOS,Yes,No,Yes,99,Yes,No,TPU,Pink,49 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Plastic,41x43x12 mm,"Smartwatch, Charging Cable, User Manual",2/2023,Flipkart
SW10224,CrossBeats Elevate 4 Stress Monitoring,CrossBeats,6576,9812,32,3236,3.9,17133,6315,"1.2""",TFT,327x380 pixels,21 days,240 mAh,3ATM,5.0,Android & iOS,Yes,No,Yes,52,No,No,Nylon,Silver,47 grams,1 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Fiber,41x37x10 mm,"Smartwatch, Charging Cable, User Manual",8/2023,Flipkart
SW10225,Amazfit GTR Plus SpO2 Monitor,Amazfit,13866,22318,37,8452,4.5,4295,8891,"1.6""",AMOLED,449x430 pixels,7 days,577 mAh,3ATM,5.2,Android & iOS,Yes,Yes,Yes,105,Yes,Yes,TPU,Brown,51 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Plastic,45x41x13 mm,"Smartwatch, Charging Cable, User Manual",6/2023,Flipkart
SW10226,Apple Watch Ultra Ultra Sports Modes,Apple,22871,30361,24,7490,4.6,18925,5006,"2.0""",AMOLED,320x405 pixels,5 days,290 mAh,Water Resistant,5.3,Android & iOS,Yes,Yes,Yes,137,Yes,Yes,Nylon,Green,76 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Plastic,43x43x15 mm,"Smartwatch, Charging Cable, User Manual",6/2023,Flipkart
SW10227,Huami Amazfit GTS 4 Camera Control,Huami,4361,7551,42,3190,3.9,19918,3766,"1.3""",TFT,427x422 pixels,11 days,423 mAh,IP68,5.0,iOS,No,Yes,Yes,65,No,No,Metal,Silver,62 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,49x38x11 mm,"Smartwatch, Charging Cable, User Manual",11/2022,Flipkart
SW10228,Titan Juxt 2 Sleep Tracking,Titan,4719,6485,27,1766,4.3,41405,16335,"1.4""",LCD,355x380 pixels,12 days,478 mAh,3ATM,5.0,iOS,No,No,Yes,56,No,No,Polycarbonate,Brown,43 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,2 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,45x35x13 mm,"Smartwatch, Charging Cable, User Manual",4/2023,Flipkart
SW10229,Sonata Essence Pro Weather Display,Sonata,2611,4001,34,1390,3.9,17226,6772,"1.4""",LCD,376x387 pixels,9 days,584 mAh,3ATM,5.0,Android,Yes,No,Yes,55,No,Yes,Leather,Red,72 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,1 hours,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Plastic,46x40x14 mm,"Smartwatch, Charging Cable, User Manual",2/2022,Flipkart
SW10230,Sonata Essence AMOLED Display,Sonata,2147,2935,26,788,4.1,28982,15744,"1.3""",LCD,390x326 pixels,21 days,384 mAh,Water Resistant,5.0,Android,Yes,No,Yes,93,No,No,Metal,Blue,63 grams,2 year,Out of Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,40x41x10 mm,"Smartwatch, Charging Cable, User Manual",4/2024,Flipkart
SW10231,boAt Flash Water Resistance,boAt,8120,11858,31,3738,4.0,20379,12025,"1.6""",AMOLED,362x337 pixels,11 days,395 mAh,IP67,5.2,Android & iOS,Yes,Yes,Yes,87,No,Yes,Silicone,Gold,57 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Plastic,42x35x10 mm,"Smartwatch, Charging Cable, User Manual",6/2022,Flipkart
SW10232,Fire-Boltt Phonism Ultra Bluetooth Calling,Fire-Boltt,2063,2777,25,714,4.3,29103,8216,"1.2""",LCD,434x357 pixels,8 days,437 mAh,IP68,5.0,Android & iOS,Yes,Yes,Yes,55,No,No,Metal,Blue,59 grams,1 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Plastic,45x38x12 mm,"Smartwatch, Charging Cable, User Manual",9/2022,Flipkart
SW10233,Huami Amazfit GTS Pro Water Resistance,Huami,4272,5427,21,1155,4.5,5423,14364,"1.3""",TFT,347x441 pixels,11 days,494 mAh,5ATM,5.0,iOS,No,No,Yes,62,No,Yes,Leather,Pink,72 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,1 hours,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Fiber,47x36x11 mm,"Smartwatch, Charging Cable, User Manual",12/2022,Flipkart
SW10234,Fitbit Inspire 2 Stress Monitoring,Fitbit,12360,20908,40,8548,4.2,29004,18850,"1.8""",AMOLED,410x394 pixels,13 days,245 mAh,IP68,5.2,Android & iOS,Yes,Yes,Yes,83,Yes,Yes,Silicone,Pink,44 grams,2 year,In Stock,2025-10-09 23:34:07,Yes,3 hours,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Plastic,49x36x15 mm,"Smartwatch, Charging Cable, User Manual",4/2022,Flipkart
